id,tweet_id,brand,text,intent,source_row_id,notes
136,6447,AskPapaJohns,Yo Papa @116076 you're seriously charging $0.25 per packet of crushed red pepper and parm cheese? Refund my money.,subscription_cancellation_refund,5864,"Verified explicit request for subscription termination, return, or refund processing."
137,784698,GloCare,@GloCare please refund money deducted from my line 09055635732 for no reason,subscription_cancellation_refund,2412,"Verified explicit request for subscription termination, return, or refund processing."
138,2265697,SouthwestAir,@SouthwestAir how come when you cancel my flight my early bird doesn’t transfer? Do I️ get a refund? Horrible customer service at MCO today,subscription_cancellation_refund,28914,"Verified explicit request for subscription termination, return, or refund processing."
139,785781,AmazonHelp,"@AmazonHelp 
I want to cancel my order. Its showing this shit. Can I say fu**off to amazon for this kind of response. https://t.co/nTl7UtpIf8",subscription_cancellation_refund,1195,"Verified explicit request for subscription termination, return, or refund processing."
140,2987362,Uber_Support,Hey @115877 I didn’t get the NUGGETS I ORDERED I want a refund lol,subscription_cancellation_refund,25210,"Verified explicit request for subscription termination, return, or refund processing."
141,2984090,AldiUK,@AldiUK when are you getting your chocolate Irish cream liquor in stock?,product_inquiry_availability,13992,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
142,2269042,AldiUK,@AldiUK will you be having any more of the wooden advent calendars in? Out of stock online & tried 3 local stores with no luck ☹️,product_inquiry_availability,14692,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
143,790079,AldiUK,@AldiUK Are you ever getting your Lacura face wipes back in stock? It's been WEEKS 😢,product_inquiry_availability,17475,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
144,2983592,AppleSupport,"@AppleSupport we already have the prices for iPhone X here in Brazil, can you guys give us a release date or at least a window?",product_inquiry_availability,27049,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
145,1544236,ArgosHelpers,"@ArgosHelpers Hi, I received a delivery (order number 1219342752) with 2x the same box (549/9025) . Is this possible to send me the other one or that I can collect it at Argos reading forbury ? (looks like they have it in stock) https://t.co/vsnJCSjMri",product_inquiry_availability,1241,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
146,2986147,ArgosHelpers,"@ArgosHelpers Tried to order half price MAX robot at weekend and it was out of stock, no pre-order available anywhere. Pre order is suddenly available from ALL stores when the item is back to #fullprice. Please explain. #notfair",product_inquiry_availability,4477,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
147,2271049,ArgosHelpers,So disappointed to not receive NFS Payback on release date as promised by @116245 Inaccurate texts promising delivery also unfair!,product_inquiry_availability,7102,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
148,2265366,AskTarget,What's the point of pre ordering an album if I get it a week later than the release date? @116062,product_inquiry_availability,1310,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
149,2984949,AskTarget,"@116062 Cyber Mon epic fail Item avail, unable to purchase due 2 web issues. Store aware. 2 hr hold w CS claimed ""sold out"" & wl email when in stock + call back Tues ""no manager on duty"". No call back or email, item IN STOCK FULL price!!",product_inquiry_availability,9811,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
150,2982098,Tesco,"@Tesco Hi, I bought these (https://t.co/AjBxwsZKuu) candles to use when I proposed to my girlfriend. We're now looking to buy them for our wedding, do you know if they'll come back in stock? Or a store where I can buy them? Thanks",product_inquiry_availability,4180,"Verified catalog inquiry, physical store opening hours, or inventory stock question. (Includes polite 'thanks'; operational intent prioritized per guide)."
151,2270589,marksandspencer,@marksandspencer Hello! Are you getting any more of these in stock? https://t.co/Nx33K3zz38,product_inquiry_availability,1050,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
152,1547753,marksandspencer,@marksandspencer when are you getting more maternity jeans in stock? Majority of sizes are out.,product_inquiry_availability,7538,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
153,785256,sainsburys,@sainsburys Hi any info when ny more SNES classics would be in stock at the Bolton town centre branch? I rang bt they didnt hav any info. TY,product_inquiry_availability,1078,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
154,1549410,sainsburys,@sainsburys why wouldn't you have in stock a massive game like super Mario on day of release! Very angry and disappointed in this company!,product_inquiry_availability,12797,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
155,1547519,ArgosHelpers,"@ArgosHelpers Hi do you have item number 725/4811 in stock in the santry branch, it doesn't tell me on your webpage. thanks.",product_inquiry_availability,13275,"Verified catalog inquiry, physical store opening hours, or inventory stock question. (Includes polite 'thanks'; operational intent prioritized per guide)."
156,2267708,ArgosHelpers,@116245 what is the point of advertising something on sale for it to NEVER be in stock?!!! #legonexoknights,product_inquiry_availability,13653,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
157,2267687,ArgosHelpers,@ArgosHelpers will the CBeebies Sweet Dreams with Squidgeby 618/1961 be back in stock before Christmas?,product_inquiry_availability,22402,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
158,1550452,ArgosHelpers,"@116245 I tired to buy an item off your website, as it said it was in stock for home delivery, got to the next stage then it said it’s out of stock at my local warehouse. What’s the deal with that? Now it’s out of stock all together. 😢",product_inquiry_availability,22739,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
159,1547480,ArgosHelpers,"@116245 hello, are you getting any more crawl around car's in stock? Not available anywhere",product_inquiry_availability,23934,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
160,2271070,ArgosHelpers,@116245 what is the point of listing items on your site & being able to add it to the basket when it is out of stock for collection and delivery?? #Argos #frustrating :-(,product_inquiry_availability,24833,"Verified catalog inquiry, physical store opening hours, or inventory stock question."
161,790372,JetBlue,I am never flying @JetBlue ever again... I have had the worst customer service in the last 24hrs getting from sfo fo ft Lauderdale!,complaint_poor_service,13795,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
162,5857,VirginTrains,.@VirginTrains I’m trying to get through on the phone to book bicycles onto services. Ive been on hold for ages? Any help available?,complaint_poor_service,12323,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
163,2263434,JetBlue,@JetBlue I am trying to get through customer service. Was on hold for over 10 mins. Then line got disconnected. Plz help!,complaint_poor_service,7858,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
164,2263575,hulu_support,"@hulu_support hey bighead, ive been on hold for an hour, answer me pls 😫😘",complaint_poor_service,23608,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
165,2263869,Delta,@Delta charged me double for one flight and now has me on hold for 25 min now. What a lovely first experience,complaint_poor_service,26538,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
166,2981978,Uber_Support,Had the worst customer service on the planet today courtesy of my @115873 driver...Is there a number I can call about this guy? I want my money back and I took his plate number,complaint_poor_service,24154,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
167,1550349,AskPayPal,"Omg horrible customer service from @AskPayPal @115993 , so not responsive , honestly no help .",complaint_poor_service,9793,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
168,2987670,ChaseSupport,"@116016 been on hold for over an hour, still no refund on refundable tickets for which I’m paying, terrible service",complaint_poor_service,9860,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
169,2981861,AmazonHelp,@AmazonHelp @115821 Horrible Customer Service Experience. Thanks Tatiana B and cohorts from the Caribbean Islands. Geez....First Time ever.,complaint_poor_service,15318,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction. (Includes polite 'thanks'; operational intent prioritized per guide)."
170,2271120,IHGService,Definitely verified my decision to never stay at a @117164 when the front desk at LAX had horrible customer service.,complaint_poor_service,4698,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
171,2268258,AmericanAir,When @AmericanAir hangs up on you after being on hold for 17 minutes 🙃🙃,complaint_poor_service,25736,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
172,1549080,AlaskaAir,Probably going to get no sleep tonight waiting on hold for @AlaskaAir ...,complaint_poor_service,23122,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
173,1545747,AmazonHelp,"Dear @AmazonHelp @115850
155/65 R14 Doesnt Fit Honda City, Y Do u Say it Fits! Liars! Cheat!
Multiple Different Level Complain Goes Futile https://t.co/hnEdQLujbj",complaint_poor_service,25669,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
174,1547375,VerizonSupport,@VerizonSupport been on hold for a half hour already and haven’t been able to talk to a single person. What do I pay for?,complaint_poor_service,17631,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
175,1549193,UPSHelp,@115817 @UPSHelp worst customer service ever! Signature auth online & still didn’t deliver iPhone x! have to wait until Monday! @AppleSupport,complaint_poor_service,17119,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
176,6915,Ask_Spectrum,@Ask_Spectrum being on hold for 11 minutes and counting is poor seevice,complaint_poor_service,28834,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
177,2981441,CenturyLinkHelp,"@116072 your company is 💩 worst service, worst customer service provide me the service I pay for!! 4 hours on 📞 no resolution wasted 🕰🖕",complaint_poor_service,435,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
178,2982207,sprintcare,"@sprintcare rotten bunch of con artists!!! lousy customer service. go elsewhere, people. they are liars, con artists and thieves!!!",complaint_poor_service,2015,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
179,4034,AskeBay,"@AskeBay when are you going to correct the inbalance for sellers, they need to be able to mark buyers as time wasters and liars.",complaint_poor_service,15381,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
180,1543539,AppleSupport,"@30053 Marietta GA store, some of the worst customer service. @115858, you should evaluate your bus. relationship with these clowns",complaint_poor_service,28797,"Verified escalation regarding rude staff, excessive phone hold times, or severe service dissatisfaction."
181,1545171,UPSHelp,"Thanks for losing my UBs, god this is why I fucking hate using @115817 LOL https://t.co/Za9NoJeOku",feedback_praise_resolution,20478,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
182,2986499,AmazonHelp,"@115850 @AmazonHelp thanks for no help 

Efforts appreciated , Well Done",feedback_praise_resolution,20054,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
183,2987944,AirAsiaSupport,"@AirAsiaSupport 

I am unable to do web checkin. I am getting the below error. Can you please check and revert?

Thank you. https://t.co/4V1fT0TH5x",feedback_praise_resolution,1153,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
184,1551640,VirginAmerica,@VirginAmerica thank you for finding and returning my knitting bag i left on the SFO to Las Vegas trip! #HappyCustomer https://t.co/Pn7gOdgWyw,feedback_praise_resolution,1870,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
185,2270111,Safaricom_Care,@Safaricom_Care Evening kindly check DM thank you,feedback_praise_resolution,23765,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
186,792541,SpotifyCares,@115888 I got disconnected from live chat with Laurice before I could finish saying thank you! Please pass along my gratitude!,feedback_praise_resolution,10910,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
187,790321,British_Airways,"@British_Airways Aiden from Newcastle office ext number 7508 is an absolute legend! Buy him a pint, thanks for helping re sort my flights!👍🏼",feedback_praise_resolution,18848,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
188,785226,GWRHelp,Big thank you to Ash and Ray at Bristol Temple Meads for being so kind and helpful this morning. You made my day! @GWRHelp,feedback_praise_resolution,6636,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
189,8060,comcastcares,@115900 Thanks for ruining the end of the #SJSharks game with your “weekly test.” Do it at fucking 3am when no one is watching anything.,feedback_praise_resolution,10563,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
190,2981826,AmazonHelp,"@115821 Bought 2 Christmas sweaters, scheduled to be delivered today. Excited to see them, except I received an email from Amazon the order was cancelled, it couldn't be filled. Thank you Amazon for waiting until the delivery date to tell us!",feedback_praise_resolution,21906,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
191,3789,UPSHelp,"Dear @UPSHelp thanks for just leaving my package on the porch, in the rain and you didnt even ring the doorbell? So there it just sat.",feedback_praise_resolution,28660,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
192,8591,Uber_Support,"@Uber_Support Remedy & please refund my $5, that's breakfast money tomorrow, thank you. https://t.co/dT6DYbPZO6",feedback_praise_resolution,16882,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
193,2984419,ATVIAssist,Thanks for not allowing me to play a game I spent $100 on... @ATVIAssist @115754 @115765 #CODWWII #PS4share https://t.co/hA0nnCsi4B,feedback_praise_resolution,10624,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
194,2985654,Uber_Support,"Thanks for delivering the wrong order KNOWINGLY, @115877 👌🏻 I ordered a large 10 nugget and large Big Mac, got delivered a medium quarter pounder meal. Javier better be enjoying my lunch because mine came COLD! https://t.co/JZDLNKSEeR",feedback_praise_resolution,20155,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
195,1551328,AppleSupport,"My phone turns off by itself now & takes forever to turn back on. Thanks for fucking up my device, @115858 .",feedback_praise_resolution,21133,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
196,2268711,SpotifyCares,"@117153 Hi, Would you check a song 'Don't know why, Norah Jones' Because i cannot play it on my Mac. after 3 sec, it is skipped to the next song. Thank you.",feedback_praise_resolution,16313,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
197,2270383,LondonMidland,Thank you @LondonMidland it's been a pleasure stood in the freezing cold at Northampton station for an HOUR AND A HALF at 11pm!!!!,feedback_praise_resolution,14165,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
198,784794,TMobileHelp,@TMobileHelp thanks for helping me! Seriously! 🙌🏽🙌🏽🙌🏽❤️❤️❤️,feedback_praise_resolution,21323,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
199,2269925,sizehelpteam,"@sizehelpteam I need to speak to one of your team regarding an order.
 Thank you",feedback_praise_resolution,2872,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
200,2982171,Delta,"@delta. Omg, the flight attendant on DL 1949 in first class was INCREDIBLE! This is the reason I continue to choose Delta - the people make such a difference. Thank you!",feedback_praise_resolution,7812,"Verified genuine positive feedback, compliment, or post-resolution appreciation."
